response_dt,PFL_FLEET_TYP_CD,gts_12,gts_13,gts_14,gts_15,comped_med,natural_med,never_comped,lapsed_med,Lesiure_tkts_yr1,Business_tkts_yr1,total_ap_yr1,int_tkts_yr1,dom_tkts_yr1,dl_miles_flown_yr1,F_tkts_yr1,F_tkt_rev_yr1,F_miles_flown_yr1,C_tkts_yr1,C_tkt_rev_yr1,C_miles_flown_yr1,Y_tkts_yr1,Y_tkt_rev_yr1,Y_miles_flown_yr1,F_upsell_tkts_yr1,F_upsell_tkt_rev_yr1,F_upsell_miles_flown_yr1,total_tkts_yr1,total_tkt_rev_yr1,dist_partners,tenure,DSC_Entries,hhi,gts_1,dl_segs_yr1,dl_seg_rev_yr1,total_miles_flown_yr1
3-Jun-14,744,4,4,1,1,0,0,1,0,2,0,17,2,0,15382,0,0,0,0,0,0,2,1380,15382,0,0,0,2,1380,0,16,0,11,4,4,1380,15382
20-Oct-14,E75,4,4,1,0,0,0,1,1,3,1,104,1,3,6366,0,0,0,0,0,0,4,1380,6366,0,0,0,4,1380,4,18,0,96,,6,1380,6366
27-Apr-14,744,5,5,1,1,0,0,1,0,1,0,3,1,0,14004,0,0,0,0,0,0,1,1380,14004,0,0,0,1,1380,0,11,0,,4,4,1380,14004
23-Aug-14,320,5,5,1,1,0,0,0,1,3,0,21,0,3,4109,0,0,0,0,0,0,3,1380,4109,0,0,0,3,1380,0,8,0,140,5,11,1380,4109
19-Jan-14,744,5,4,1,0,0,1,1,0,1,0,53,1,0,18460,0,0,0,0,0,0,1,1380,18460,0,0,0,1,1380,1,22,0,64,4,6,1380,18460
27-Jul-14,CRJ,4,3,1,0,0,0,1,1,2,2,94,0,4,7432,2,822,4686,0,0,0,2,557,2746,0,0,0,4,1380,2,11,0,119,4,14,1380,7432
25-Mar-14,CR9,3,4,1,1,0,0,1,0,5,0,479,0,5,13658,0,0,0,0,0,0,5,1380,13658,0,0,0,5,1380,0,26,0,98,3,10,1380,13658
16-Feb-14,M90,5,3,1,1,0,0,1,0,2,1,53,0,3,5844,0,0,0,0,0,0,3,1380,5844,0,0,0,3,1380,1,3,0,122,5,12,1380,5844
7-Jun-14,MD8,5,4,1,0,0,0,1,0,2,0,12,0,2,2270,2,1380,2270,0,0,0,0,0,0,2,1380,2270,2,1380,0,1,0,151,4,8,1380,2270
30-Dec-14,320,5,4,1,0,0,0,1,0,4,0,245,0,4,8192,0,0,0,0,0,0,4,1380,8192,0,0,0,4,1380,1,7,0,184,4,8,1380,8192
19-Aug-14,757,4,5,1,0,0,0,1,0,1,0,160,1,0,12044,0,0,0,0,0,0,1,1379,12044,0,0,0,1,1379,1,26,0,119,5,4,1379,12044
13-Feb-14,M90,5,5,1,1,0,1,1,0,4,0,123,0,4,7424,2,706,3712,0,0,0,2,673,3712,1,442,1856,4,1379,3,27,0,0,5,8,1379,7424
21-Jul-14,76G,4,4,0,0,0,0,0,1,2,2,22,0,4,9597,1,218,1098,0,0,0,3,1161,8499,0,0,0,4,1379,1,15,0,140,4,5,1379,9597
11-Nov-14,MD8,5,4,1,1,0,0,1,0,2,0,239,0,2,11869,0,0,0,0,0,0,2,1379,11869,0,0,0,2,1379,0,14,0,18,4,10,1379,11869
26-Sep-14,CR7,4,4,1,1,0,0,1,0,2,0,221,1,1,1234,0,0,0,0,0,0,2,1379,8487,0,0,0,2,1379,0,14,0,50,4,3,216,8487
4-Jun-14,MD8,5,3,1,1,0,0,1,0,0,1,0,0,1,2106,0,0,0,0,0,0,1,1379,2106,0,0,0,1,1379,0,9,0,63,3,4,1379,2106
18-Sep-14,320,5,5,1,,0,0,1,1,6,0,1085,0,6,12777,0,0,0,0,0,0,6,1379,12777,0,0,0,6,1379,2,32,0,14,5,11,1379,12777
23-Nov-14,CRJ,4,3,0,1,0,0,1,0,3,0,145,0,3,5614,0,0,0,0,0,0,3,1379,5614,0,0,0,3,1379,0,8,0,138,3,6,1379,5614
28-Nov-14,CRJ,5,5,1,1,0,0,1,1,1,1,22,0,2,5522,1,398,1002,0,0,0,1,980,4520,0,0,0,2,1379,0,20,0,28,5,6,1379,5522
6-Dec-14,333,4,3,1,,0,0,1,0,1,0,6,1,0,18986,0,0,0,0,0,0,1,1379,18986,0,0,0,1,1379,0,16,0,61,4,6,1379,18986
20-Mar-14,738,5,5,1,0,0,0,1,1,3,0,15,0,3,4263,3,1379,4263,0,0,0,0,0,0,3,1379,4263,3,1379,2,3,0,21,5,3,1379,4263
19-Sep-14,757,,2,1,1,0,0,1,1,2,1,64,0,3,10948,0,0,0,0,0,0,3,1379,10948,0,0,0,3,1379,0,4,0,38,2,6,1379,10948
14-Aug-14,E70,3,3,1,1,0,0,1,0,2,1,47,0,3,4227,1,649,619,0,0,0,2,729,3608,1,649,619,3,1379,1,1,0,155,4,8,1379,4227
29-May-14,MD8,,4,1,0,0,0,1,0,1,0,55,1,0,10636,0,0,0,0,0,0,1,1379,10636,0,0,0,1,1379,0,1,0,176,1,4,1379,10636
15-Feb-14,320,2,4,,1,0,0,1,0,4,0,88,0,4,6520,0,0,0,0,0,0,4,1379,6520,0,0,0,4,1379,0,3,0,32,5,9,1379,6520
7-Jul-14,76L,4,3,1,1,0,0,1,1,1,0,71,1,0,8673,0,0,0,0,0,0,1,1378,8823,0,0,0,1,1378,0,24,0,101,4,5,1287,8823
27-Feb-14,320,5,4,1,1,0,0,1,0,2,0,191,0,2,6851,0,0,0,0,0,0,2,1378,6851,0,0,0,2,1378,0,22,2,250,5,9,1378,6851
8-Nov-14,MD8,4,4,1,1,0,0,1,0,4,0,139,0,4,8245,0,0,0,0,0,0,4,1378,8245,0,0,0,4,1378,1,14,0,14,4,11,1378,8245
25-Dec-14,MD8,4,3,1,0,0,0,1,0,2,0,30,0,2,9428,1,811,4714,0,0,0,1,567,4714,0,0,0,2,1378,0,10,0,104,5,8,1378,9428
4-Nov-14,739,5,5,1,1,0,0,1,0,4,0,179,0,4,16162,0,0,0,0,0,0,4,1378,16162,0,0,0,4,1378,0,8,0,40,5,7,1378,16162
28-Aug-14,717,4,4,1,1,0,0,1,0,2,0,11,1,1,6225,0,0,0,0,0,0,2,1378,10606,0,0,0,2,1378,1,6,0,51,5,5,843,10606
25-Jul-14,319,5,5,,1,0,0,1,0,3,0,69,0,3,5430,0,0,0,0,0,0,3,1378,5430,0,0,0,3,1378,0,25,0,250,5,6,1378,5430
29-Jun-14,73W,5,4,1,1,0,0,1,0,3,0,96,1,2,8785,0,0,0,0,0,0,3,1378,8785,0,0,0,3,1378,1,16,0,51,4,6,1378,8785
13-Dec-14,757,3,5,0,1,0,0,1,0,4,0,491,1,3,16750,0,0,0,0,0,0,4,1378,16750,0,0,0,4,1378,0,1,0,250,5,14,1378,16750
22-Jan-14,76L,5,5,1,1,0,0,1,0,1,0,19,1,0,10764,0,0,0,0,0,0,1,1378,10764,0,0,0,1,1378,1,2,0,33,5,4,1378,10764
18-Jul-14,319,5,5,1,1,0,0,1,1,1,3,79,0,4,10870,0,0,0,0,0,0,4,1377,10870,0,0,0,4,1377,1,21,0,118,4,8,1377,10870
28-Jan-14,M90,5,5,1,1,0,0,1,1,3,0,68,0,3,3450,3,1377,3450,0,0,0,0,0,0,3,1377,3450,3,1377,2,19,3,131,5,6,1377,3450
26-Oct-14,E70,5,5,1,0,0,0,1,0,5,0,5,0,5,920,0,0,0,0,0,0,5,1377,920,0,0,0,5,1377,0,25,0,250,5,5,1377,920
9-Oct-14,M90,4,4,1,1,0,0,1,1,3,1,205,0,4,7410,0,0,0,0,0,0,4,1377,7410,0,0,0,4,1377,1,14,0,105,1,7,1377,7410
30-Mar-14,739,2,4,1,1,0,0,1,0,3,0,229,2,1,5309,0,0,0,0,0,0,3,1377,5309,0,0,0,3,1377,2,10,0,95,3,3,1377,5309
30-Apr-14,77L,4,5,1,0,0,0,1,0,1,0,3,1,0,16354,0,0,0,0,0,0,1,1377,16354,0,0,0,1,1377,0,8,0,124,5,4,1377,16354
5-Nov-14,757,3,3,1,,0,0,1,0,5,0,228,0,5,7982,1,261,1362,0,0,0,4,1116,6620,1,261,1362,5,1377,0,7,0,99,5,10,1377,7982
19-Sep-14,CR7,4,4,1,1,0,0,1,0,3,0,114,0,3,6922,1,331,1356,0,0,0,2,1046,5566,1,331,1356,3,1377,0,10,0,207,4,8,1377,6922
1-Jun-14,MD8,1,4,0,0,0,0,1,0,5,0,231,0,5,4046,0,0,0,0,0,0,5,1377,4046,0,0,0,5,1377,0,7,0,188,2,10,1377,4046
23-Nov-14,MD8,2,3,0,0,0,0,1,0,4,0,104,0,4,6062,0,0,0,0,0,0,4,1377,6062,0,0,0,4,1377,2,4,0,250,4,10,1377,6062
3-Dec-14,320,5,4,0,1,0,0,1,0,2,0,13,0,2,7476,0,0,0,0,0,0,2,1377,7476,0,0,0,2,1377,0,0,0,56,5,8,1377,7476
28-Dec-14,M90,2,5,1,1,1,0,0,0,5,0,154,0,5,11132,2,503,3658,0,0,0,3,873,7474,0,0,0,5,1377,2,5,0,40,3,12,1377,11132
12-Mar-14,319,5,5,,,0,1,1,0,1,1,81,1,1,5842,0,0,0,1,600,2016,1,776,3826,0,0,0,2,1376,2,33,6,18,5,4,1376,5842
28-Feb-14,757,5,4,1,1,0,0,1,0,2,0,50,0,2,5890,1,959,4532,0,0,0,1,417,1358,1,959,4532,2,1376,1,25,0,20,5,8,1376,5890
25-Apr-14,320,4,4,1,1,0,0,1,0,2,0,76,0,2,4392,0,0,0,0,0,0,2,1376,4392,0,0,0,2,1376,0,23,0,137,3,4,1376,4392
20-Jan-14,M90,5,5,,,0,0,1,1,3,0,90,0,3,4476,0,0,0,0,0,0,3,1376,5328,0,0,0,3,1376,1,28,5,96,5,5,1084,5328
23-Nov-14,757,3,3,,,0,1,1,0,2,1,48,0,3,7345,3,1376,7345,0,0,0,0,0,0,0,0,0,3,1376,1,16,8,237,3,7,1376,7345
11-Nov-14,738,4,4,1,1,0,0,1,0,4,0,70,1,3,3958,2,725,1850,0,0,0,2,650,2108,2,725,1850,4,1376,0,16,1,136,4,6,1376,3958
13-Aug-14,739,5,5,1,1,0,0,1,1,4,0,182,0,4,9070,1,370,1052,0,0,0,3,1006,8018,0,0,0,4,1376,1,22,0,53,5,8,1376,9070
13-Feb-14,319,4,4,1,0,0,0,1,0,5,0,75,0,5,8142,0,0,0,0,0,0,5,1376,8142,0,0,0,5,1376,1,24,0,250,4,9,1376,8142
23-Jun-14,M90,5,5,1,1,0,0,1,0,7,0,283,0,7,8586,0,0,0,0,0,0,7,1376,8586,0,0,0,7,1376,2,32,0,47,5,14,1376,8586
20-Aug-14,757,5,3,1,0,0,0,1,1,2,0,114,0,2,10768,0,0,0,0,0,0,2,1376,10768,0,0,0,2,1376,0,7,0,133,4,5,1376,10768
11-Mar-14,757,4,4,1,0,0,0,1,0,1,0,48,1,0,10911,0,0,0,0,0,0,1,1376,12950,0,0,0,1,1376,0,7,0,56,4,4,1073,12950
19-Aug-14,319,5,5,1,0,0,0,1,0,5,0,279,0,5,9366,0,0,0,0,0,0,5,1376,9366,0,0,0,5,1376,1,14,0,65,5,11,1376,9366
24-Aug-14,757,4,2,1,0,0,0,1,0,1,0,1,0,1,9847,0,0,0,0,0,0,1,1375,9847,0,0,0,1,1375,2,26,0,226,2,6,1375,9847
17-Jun-14,763,5,5,1,1,0,0,1,0,4,0,231,0,4,8096,0,0,0,0,0,0,4,1375,8096,0,0,0,4,1375,1,28,0,64,5,8,1375,8096
30-Sep-14,757,5,5,,,0,1,1,0,1,1,26,0,2,10022,0,0,0,0,0,0,2,1375,10022,0,0,0,2,1375,1,12,0,139,5,8,1375,10022
6-Apr-14,M90,1,2,0,0,0,0,1,0,6,0,242,0,6,5123,0,0,0,0,0,0,6,1375,5123,0,0,0,6,1375,0,11,0,122,1,11,1375,5123
6-Aug-14,332,4,4,1,1,0,0,1,0,1,0,54,1,0,7062,0,0,0,0,0,0,1,1375,7062,0,0,0,1,1375,1,10,0,128,4,2,1375,7062
25-Aug-14,757,4,4,,,0,0,1,0,3,1,124,0,4,11468,0,0,0,0,0,0,4,1375,11468,0,0,0,4,1375,0,6,5,30,4,6,1375,11468
7-May-14,757,4,3,1,0,0,0,1,0,4,0,474,2,2,13330,0,0,0,0,0,0,4,1375,13330,0,0,0,4,1375,2,20,0,65,4,10,1375,13330
21-Sep-14,MD8,4,4,1,1,0,0,1,0,2,2,101,0,4,5032,1,386,1010,0,0,0,3,989,4022,1,386,1010,4,1375,0,11,0,71,4,16,1375,5032
17-Jul-14,M90,5,5,1,,0,0,1,1,2,0,207,0,2,3659,2,1375,3659,0,0,0,0,0,0,2,1375,3659,2,1375,0,25,0,97,3,5,1375,3659
24-Oct-14,757,5,4,1,1,0,0,1,0,2,0,147,0,2,6128,2,1375,6128,0,0,0,0,0,0,2,1375,6128,2,1375,0,7,0,44,5,4,1375,6128
28-Apr-14,753,5,5,1,0,0,0,1,1,3,0,162,0,3,15866,1,313,1916,0,0,0,2,1062,13950,0,0,0,3,1375,0,4,0,55,5,8,1375,15866
8-Dec-14,764,4,5,1,1,0,0,1,0,2,0,154,2,0,12622,0,0,0,0,0,0,2,1375,12622,0,0,0,2,1375,0,1,0,,4,4,1375,12622
17-Nov-14,757,5,5,1,1,0,0,1,0,4,0,144,0,4,6050,0,0,0,0,0,0,4,1375,6050,0,0,0,4,1375,2,2,0,88,5,8,1375,6050
27-Sep-14,76L,4,4,1,1,0,0,1,0,1,0,7,1,0,13309,0,0,0,0,0,0,1,1375,13309,0,0,0,1,1375,0,1,0,,4,6,1375,13309
8-Apr-14,M90,,4,1,1,0,1,1,0,3,0,305,1,2,7776,1,193,1482,0,0,0,2,1180,12131,0,0,0,3,1374,1,26,0,54,4,11,893,13613
24-Dec-14,M90,,3,1,1,0,1,1,0,4,0,132,0,4,6034,0,0,0,0,0,0,4,1374,6034,0,0,0,4,1374,1,20,0,250,4,12,1374,6034
24-May-14,320,3,5,1,0,0,0,1,0,5,0,181,0,5,6245,0,0,0,0,0,0,5,1374,6245,0,0,0,5,1374,0,19,0,122,4,13,1374,6245
29-Dec-14,M90,4,4,,0,0,0,1,0,1,1,37,1,1,9244,1,303,848,0,0,0,1,1071,8396,1,303,848,2,1374,3,16,0,68,5,4,1374,9244
21-May-14,738,3,3,0,0,0,0,1,0,4,0,385,0,4,10861,1,387,1900,0,0,0,3,987,8961,1,387,1900,4,1374,0,16,0,54,3,7,1374,10861
24-Aug-14,717,5,4,1,1,0,0,1,1,1,1,29,0,2,3614,1,862,1924,0,0,0,1,512,1690,1,862,1924,2,1374,0,13,0,191,4,8,1374,3614
28-Apr-14,CRJ,5,5,1,1,0,0,1,0,3,0,44,0,3,11779,0,0,0,0,0,0,3,1374,11779,0,0,0,3,1374,0,7,0,42,4,9,1374,11779
23-Nov-14,757,2,4,0,1,0,0,1,0,1,0,37,1,0,10532,0,0,0,0,0,0,1,1374,10748,0,0,0,1,1374,0,6,0,50,2,3,1270,10748
22-May-14,757,3,4,1,0,0,0,1,0,4,0,188,0,4,14284,0,0,0,0,0,0,4,1374,14284,0,0,0,4,1374,1,5,0,23,2,8,1374,14284
14-Mar-14,738,4,5,1,1,0,0,1,0,1,0,55,1,0,7117,0,0,0,0,0,0,1,1374,7117,0,0,0,1,1374,0,3,0,,3,1,1374,7117
27-Jan-14,717,5,5,1,1,0,0,1,0,6,0,212,0,6,8933,0,0,0,0,0,0,6,1373,8933,0,0,0,6,1373,1,19,0,181,5,11,1373,8933
17-Apr-14,738,4,4,1,1,0,0,1,0,3,0,193,0,3,7142,0,0,0,0,0,0,3,1373,7142,0,0,0,3,1373,1,12,0,69,4,13,1373,7142
26-Oct-14,717,4,5,1,0,0,0,1,0,4,0,194,0,4,10932,0,0,0,0,0,0,4,1373,10932,0,0,0,4,1373,0,11,0,17,1,13,1373,10932
29-Dec-14,M90,5,4,,1,0,0,1,0,4,0,218,0,4,7762,0,0,0,0,0,0,4,1373,7762,0,0,0,4,1373,0,17,0,95,4,8,1373,7762
15-Apr-14,757,5,4,1,0,0,0,1,0,3,0,119,1,2,12823,0,0,0,0,0,0,3,1373,12823,0,0,0,3,1373,1,4,0,127,4,14,1373,12823
2-Jun-14,MD8,5,4,1,,0,0,1,0,2,0,109,1,1,18092,0,0,0,0,0,0,2,1373,18092,0,0,0,2,1373,1,5,0,95,4,8,1373,18092
25-May-14,757,5,4,1,,0,0,1,0,1,0,26,1,0,3649,0,0,0,0,0,0,1,1373,7817,0,0,0,1,1373,0,1,0,96,5,3,562,7817
29-Aug-14,76L,2,5,1,0,0,0,1,0,1,0,64,1,0,12425,0,0,0,0,0,0,1,1373,12425,0,0,0,1,1373,0,1,0,141,5,4,1373,12425
21-Dec-14,M90,4,4,1,1,0,0,1,0,3,1,45,0,4,3309,0,0,0,0,0,0,4,1372,4003,0,0,0,4,1372,1,30,0,53,4,5,1244,4003
1-Dec-14,764,4,5,1,1,0,0,1,0,4,0,447,0,4,12488,0,0,0,0,0,0,4,1372,12488,0,0,0,4,1372,2,22,0,229,4,14,1372,12488
23-May-14,320,5,4,1,1,0,0,1,0,2,0,52,0,2,5826,2,1372,5826,0,0,0,0,0,0,2,1372,5826,2,1372,0,20,0,98,5,8,1372,5826
28-Apr-14,76G,5,5,1,1,0,0,1,0,1,0,79,1,0,8403,0,0,0,0,0,0,1,1372,8403,0,0,0,1,1372,0,17,0,28,4,2,1372,8403
27-Jan-14,739,4,3,0,1,0,0,1,0,2,1,55,0,3,5476,0,0,0,0,0,0,3,1372,5476,0,0,0,3,1372,1,16,0,38,5,7,1372,5476
19-Oct-14,738,4,4,1,0,0,0,1,0,2,0,67,1,1,9047,0,0,0,0,0,0,2,1372,9047,0,0,0,2,1372,0,14,0,136,4,3,1372,9047
26-Mar-14,738,4,4,1,1,0,0,1,1,2,0,131,1,1,6484,0,0,0,0,0,0,2,1372,6484,0,0,0,2,1372,0,16,3,130,4,5,1372,6484
14-Nov-14,CRJ,5,4,1,1,0,0,1,0,1,0,12,0,1,3899,1,1372,3899,0,0,0,0,0,0,1,1372,3899,1,1372,0,12,0,121,5,4,1372,3899
8-Dec-14,MD8,3,4,0,0,0,0,1,0,2,0,228,0,2,13128,0,0,0,0,0,0,2,1372,13128,0,0,0,2,1372,1,8,0,14,1,8,1372,13128
6-May-14,757,5,5,,1,0,0,1,0,3,0,125,0,3,9577,0,0,0,0,0,0,3,1372,9577,0,0,0,3,1372,0,1,0,86,5,12,1372,9577
25-Oct-14,ERJ,4,4,1,0,0,0,1,0,3,0,78,0,3,10351,0,0,0,0,0,0,3,1372,10351,0,0,0,3,1372,0,1,0,35,5,15,1372,10351
25-Jun-14,757,,3,0,0,0,0,1,0,3,0,72,3,0,12522,0,0,0,0,0,0,3,1372,12522,0,0,0,3,1372,0,1,0,,3,8,1372,12522
25-Aug-14,319,3,2,1,0,0,0,1,0,3,0,359,0,3,8176,0,0,0,0,0,0,3,1371,8176,0,0,0,3,1371,3,29,0,250,3,12,1371,8176
8-Mar-14,739,4,3,1,0,0,0,1,0,4,0,63,0,4,8624,0,0,0,0,0,0,4,1371,8624,0,0,0,4,1371,0,22,0,28,5,14,1371,8624
3-Apr-14,E75,5,5,1,,0,0,1,1,3,3,184,0,6,8243,3,740,4049,0,0,0,3,632,4194,0,0,0,6,1371,2,25,0,137,5,11,1371,8243
10-Mar-14,320,5,5,1,0,0,0,1,0,1,0,16,1,0,7794,0,0,0,0,0,0,1,1371,10570,0,0,0,1,1371,1,11,0,113,5,2,907,10570
25-Jan-14,CR7,3,2,,1,0,0,1,0,3,0,210,0,3,10256,0,0,0,0,0,0,3,1371,10256,0,0,0,3,1371,0,10,0,136,2,8,1371,10256
6-Jul-14,76G,2,3,1,0,0,0,1,1,1,0,39,1,0,10778,0,0,0,0,0,0,1,1371,10778,0,0,0,1,1371,0,16,0,71,3,2,1371,10778
10-Nov-14,CR7,2,3,1,1,0,0,1,0,3,2,168,0,5,3915,0,0,0,0,0,0,5,1371,3915,0,0,0,5,1371,0,15,0,40,4,9,1371,3915
13-Jun-14,757,4,3,1,0,0,0,1,0,2,0,44,0,2,6996,2,1371,6996,0,0,0,0,0,0,2,1371,6996,2,1371,0,4,0,85,4,6,1371,6996
14-May-14,CR9,5,5,1,1,0,1,1,0,3,0,109,0,3,7074,0,0,0,0,0,0,3,1371,7074,0,0,0,3,1371,1,4,0,115,5,12,1371,7074
30-Jun-14,757,5,5,,1,0,0,1,0,3,0,488,1,2,11266,0,0,0,0,0,0,3,1370,11266,0,0,0,3,1370,1,10,0,35,5,12,1370,11266
28-Mar-14,757,4,4,1,1,0,0,1,0,2,1,195,0,3,7648,0,0,0,0,0,0,3,1370,7648,0,0,0,3,1370,0,26,0,39,4,12,1370,7648
6-Jan-14,739,2,3,1,1,0,0,1,0,1,0,88,0,1,4804,1,1370,4804,0,0,0,0,0,0,1,1370,4804,1,1370,1,24,2,14,3,4,1370,4804
1-Jul-14,CR9,5,4,0,,0,0,1,0,2,0,46,0,2,4402,1,786,1810,0,0,0,1,584,2592,1,786,1810,2,1370,0,10,0,36,5,4,1370,4402
23-Jan-14,M90,5,4,,1,0,0,1,0,2,0,39,1,1,9588,0,0,0,0,0,0,2,1370,10075,0,0,0,2,1370,1,27,0,125,4,4,1277,10075
29-Apr-14,319,5,4,1,1,0,0,1,0,1,0,50,1,0,15516,0,0,0,0,0,0,1,1370,15516,0,0,0,1,1370,0,23,0,35,5,4,1370,15516
27-Sep-14,ERJ,4,4,1,0,0,0,1,0,2,0,11,1,1,8143,0,0,0,0,0,0,2,1370,8143,0,0,0,2,1370,0,14,0,84,5,8,1370,8143
6-Mar-14,757,5,5,1,1,0,0,1,0,2,0,119,0,2,5776,2,1370,5776,0,0,0,0,0,0,2,1370,5776,2,1370,0,3,0,182,5,4,1370,5776
7-Dec-14,739,5,5,0,1,0,0,1,0,6,0,85,0,6,11323,0,0,0,0,0,0,6,1370,11323,0,0,0,6,1370,0,2,0,150,5,12,1370,11323
1-Oct-14,333,5,4,1,1,0,0,1,0,1,0,220,1,0,9852,0,0,0,0,0,0,1,1370,9852,0,0,0,1,1370,6,2,0,86,4,2,1370,9852
1-Sep-14,757,4,4,1,0,0,0,1,1,3,0,182,0,3,13405,0,0,0,0,0,0,3,1369,13405,0,0,0,3,1369,1,32,0,101,4,7,1369,13405
7-Aug-14,739,4,4,1,1,0,0,1,0,1,0,98,0,1,5615,1,1369,5615,0,0,0,0,0,0,1,1369,5615,1,1369,0,31,0,130,4,5,1369,5615
1-Jun-14,738,4,4,1,1,0,0,1,0,2,0,154,1,1,12158,0,0,0,0,0,0,2,1369,12158,0,0,0,2,1369,0,25,0,60,4,4,1369,12158
19-Aug-14,320,4,4,1,1,0,0,1,0,2,0,93,1,1,11842,0,0,0,0,0,0,2,1369,11842,0,0,0,2,1369,0,16,0,124,2,6,1369,11842
11-Oct-14,CR9,5,5,1,1,0,0,0,1,3,0,245,0,3,11834,0,0,0,0,0,0,3,1369,11834,0,0,0,3,1369,0,20,0,18,5,12,1369,11834
23-Aug-14,333,5,5,1,1,0,0,1,0,2,0,101,1,1,8162,0,0,0,0,0,0,2,1369,8162,0,0,0,2,1369,0,7,0,,5,3,1369,8162
21-Nov-14,CR7,4,4,1,0,0,0,1,0,2,0,112,1,1,5544,0,0,0,0,0,0,2,1369,5544,0,0,0,2,1369,0,6,0,50,5,8,1369,5544
9-Oct-14,320,5,4,1,,0,1,1,0,2,1,74,0,3,8330,3,1369,8330,0,0,0,0,0,0,1,353,1666,3,1369,1,11,0,177,4,5,1369,8330
30-Mar-14,757,4,4,1,1,0,0,1,1,3,0,167,1,2,13535,0,0,0,0,0,0,3,1369,14886,0,0,0,3,1369,2,30,0,216,3,6,1150,14886
22-Feb-14,CR9,3,2,1,1,0,0,1,0,1,2,48,0,3,11892,0,0,0,0,0,0,3,1369,11892,0,0,0,3,1369,0,7,0,97,4,6,1369,11892
11-Mar-14,M90,5,4,1,1,0,1,1,0,7,0,160,0,7,11665,2,353,2009,0,0,0,5,1015,9656,0,0,0,7,1369,0,4,0,178,4,16,1369,11665
12-Aug-14,319,4,3,1,1,0,0,1,0,4,0,106,1,3,14404,0,0,0,0,0,0,4,1369,14404,0,0,0,4,1369,0,1,0,95,4,11,1369,14404
23-Dec-14,332,5,4,1,1,0,0,1,0,1,0,101,1,0,12968,0,0,0,0,0,0,1,1369,12968,0,0,0,1,1369,0,1,0,,5,2,1369,12968
22-Oct-14,M90,5,5,,,0,1,1,0,4,1,318,0,5,7378,0,0,0,0,0,0,5,1368,7378,0,0,0,5,1368,3,27,12,130,5,20,1368,7378
28-Jul-14,738,5,5,1,1,0,0,1,0,2,0,148,0,2,5718,1,1043,4376,0,0,0,1,326,1342,1,1043,4376,2,1368,0,20,0,51,5,8,1368,5718
8-May-14,332,5,4,,1,0,0,1,0,2,0,235,1,1,9405,0,0,0,0,0,0,2,1368,10616,0,0,0,2,1368,0,18,0,236,4,8,1143,10616
30-Oct-14,764,4,4,1,0,0,0,1,1,2,0,109,2,0,20127,0,0,0,0,0,0,2,1368,20354,0,0,0,2,1368,0,13,0,,4,6,1324,20354
17-Sep-14,757,4,3,1,1,0,0,1,0,4,0,278,0,4,9237,0,0,0,0,0,0,4,1368,9237,0,0,0,4,1368,0,11,0,171,3,9,1368,9237
9-Feb-14,717,3,3,,1,0,0,1,0,4,0,138,0,4,3696,0,0,0,0,0,0,4,1368,3696,0,0,0,4,1368,2,8,0,85,5,16,1368,3696
21-Jul-14,M90,4,4,1,0,0,0,1,0,5,0,869,0,5,12935,0,0,0,0,0,0,5,1368,12935,0,0,0,5,1368,0,7,0,60,5,20,1368,12935
27-Feb-14,757,4,4,1,0,0,0,1,1,6,0,351,0,6,12753,0,0,0,0,0,0,6,1368,12753,0,0,0,6,1368,1,30,0,235,4,9,1368,12753
30-Sep-14,764,4,3,1,1,0,0,1,0,1,1,118,1,1,9812,0,0,0,0,0,0,2,1368,9812,0,0,0,2,1368,1,22,0,53,3,4,1368,9812
3-Aug-14,MD8,4,3,1,,0,0,1,0,5,0,225,1,4,12614,0,0,0,0,0,0,5,1368,12614,0,0,0,5,1368,0,6,0,92,3,10,1368,12614
4-Jul-14,757,5,3,1,1,0,0,1,0,5,0,223,1,4,11303,0,0,0,0,0,0,5,1368,11303,0,0,0,5,1368,1,3,0,19,4,12,1368,11303
4-Oct-14,CR7,5,5,1,1,0,0,1,1,2,0,176,0,2,4331,0,0,0,0,0,0,2,1367,8606,0,0,0,2,1367,0,29,0,83,4,5,689,8606
28-Oct-14,MD8,5,5,1,1,0,0,1,0,3,0,112,0,3,7788,0,0,0,0,0,0,3,1367,7788,0,0,0,3,1367,0,25,0,25,5,12,1367,7788
17-Sep-14,M90,1,3,,1,0,0,1,0,4,0,308,1,3,7334,0,0,0,0,0,0,4,1367,7334,0,0,0,4,1367,2,23,0,135,3,8,1367,7334
19-May-14,333,5,5,1,1,0,0,1,1,1,0,102,1,0,10042,0,0,0,0,0,0,1,1367,10042,0,0,0,1,1367,1,19,0,101,5,2,1367,10042
8-Feb-14,CR9,5,5,,,0,1,1,0,4,0,98,0,4,5703,1,273,1150,0,0,0,3,1094,4553,0,0,0,4,1367,1,16,0,99,5,7,1367,5703
29-Dec-14,M90,4,5,1,1,0,0,1,0,2,0,230,1,1,4903,0,0,0,0,0,0,2,1367,8385,0,0,0,2,1367,0,14,0,54,5,3,723,8385
14-Apr-14,320,4,4,1,0,0,0,1,0,2,1,343,0,3,5588,0,0,0,0,0,0,3,1367,5588,0,0,0,3,1367,2,17,0,68,4,6,1367,5588
31-Dec-14,717,4,4,1,0,0,0,1,0,5,0,139,0,5,6080,0,0,0,0,0,0,5,1367,6080,0,0,0,5,1367,0,11,0,28,4,12,1367,6080
