Rk,Player,Pos,Age,WinPct,Team,G,MP,PER,TSpct,3PAr,FTr,ORBpct,DRBpct,TRBpct,ASTpct,STLpct,BLKpct,TOVpct,USGpct,OWS,DWS,WS,WSp48,OBPM,DBPM,BPM,VORP
177,Darren Collison,PG,26,0.695,LAC,80,2069,16.2,0.575,0.272,0.323,2.6,7.3,5,21.9,2.2,0.6,14.3,19.7,3.8,2,5.9,0.136,1.4,-0.4,1,1.6
178,Reggie Bullock,SF,22,0.695,LAC,43,395,6.7,0.46,0.603,0.074,3.2,11.7,7.6,4.3,1.1,0.2,9.4,15.4,-0.2,0.3,0.2,0.019,-2.9,-1.8,-4.7,-0.3
179,Matt Barnes,SF,33,0.695,LAC,63,1735,12,0.552,0.537,0.171,4,14.4,9.3,10.6,1.6,1.2,13,16.6,1.5,2,3.5,0.097,0.7,0.8,1.5,1.5
180,Nick Young,SG,28,0.329,LAL,64,1810,16,0.564,0.394,0.321,1.7,8.1,4.9,9,1.2,0.5,8.6,26.8,2.3,0.3,2.5,0.067,1.7,-3.6,-1.9,0
181,Shawne Williams,PF,27,0.329,LAL,36,751,9.5,0.503,0.672,0.104,3.6,20.2,11.9,5.7,1.2,2.9,9.5,12.9,0.1,0.6,0.7,0.045,-1.9,0.7,-1.2,0.2
182,Robert Sacre,C,24,0.329,LAL,65,1089,12.1,0.513,0,0.313,8,16.9,12.5,7,1.1,3.1,11.4,15.5,0.7,0.7,1.4,0.061,-3.1,0.7,-2.3,-0.1
183,Steve Nash,PG,39,0.329,LAL,15,313,12.2,0.488,0.255,0.255,1.4,8.5,4.9,40.3,1.1,0.5,22.9,18.9,0.1,0,0.1,0.017,-2.5,-3.7,-6.2,-0.3
184,Jodie Meeks,SG,26,0.329,LAL,77,2556,14.7,0.601,0.453,0.289,1.3,6.9,4.1,8.5,2.1,0.1,9.9,19.1,3.8,0.7,4.5,0.084,2.2,-1.4,0.7,1.8
185,Kendall Marshall,PG,22,0.329,LAL,54,1564,12.6,0.494,0.425,0.086,1,9.6,5.3,44.3,1.5,0.2,25.6,16.3,0.6,0.3,0.9,0.029,-1.3,-3.2,-4.5,-1
186,Ryan Kelly,PF,22,0.329,LAL,59,1312,12.6,0.548,0.383,0.364,3.4,14.4,8.9,10.7,1.2,2.5,9.8,15.9,1.5,0.7,2.2,0.081,-0.5,0.3,-0.2,0.6
187,Chris Kaman,C,31,0.329,LAL,39,736,17,0.537,0.009,0.197,7.8,25.4,16.6,14.1,0.7,3.9,16.4,26.7,-0.2,0.7,0.5,0.036,-3.1,0.7,-2.4,-0.1
188,Wesley Johnson,SF,26,0.329,LAL,79,2240,11,0.522,0.416,0.118,3.3,13.3,8.3,8.2,1.9,2.5,11.6,15.1,0.4,1.5,1.9,0.041,-1.1,1.3,0.2,1.2
189,Jordan Hill,PF,26,0.329,LAL,72,1500,19.3,0.579,0.002,0.347,13.8,24.3,19,5.9,0.9,3.1,11.1,19.7,3.1,1.3,4.4,0.141,-0.5,-0.2,-0.7,0.5
190,Xavier Henry,SF,22,0.329,LAL,43,908,12.3,0.511,0.235,0.513,2.9,10.5,6.7,8.8,2.4,0.6,11.9,23.1,-0.1,0.5,0.3,0.017,-2.2,-1.4,-3.6,-0.4
191,Manny Harris,SG,24,0.329,LAL,9,180,10.9,0.485,0.286,0.171,4.1,16,10.1,9.5,1.1,0.4,10.7,20.4,-0.1,0.1,0,0.002,-2.9,-2,-4.9,-0.1
192,Elias Harris,SF,24,0.329,LAL,2,11,7.6,0,0,0,9.7,0,4.9,11.4,4.4,0,0,4,0,0,0,0.018,-3.7,2.7,-0.9,0
193,Pau Gasol,C,33,0.329,LAL,60,1884,19.3,0.522,0.016,0.287,7,25.9,16.4,18.7,0.7,3.5,12.4,26.4,1.3,1.7,3,0.076,-1,1.6,0.6,1.3
194,Jordan Farmar,PG,27,0.329,LAL,41,912,15,0.533,0.44,0.162,2.3,9.8,6.1,34.6,2,0.6,19.6,23.2,0.4,0.4,0.7,0.039,0.9,-2,-1.1,0.2
195,Kobe Bryant,SG,35,0.329,LAL,6,177,10.7,0.505,0.219,0.288,1.2,14.5,7.8,34.6,1.9,0.4,29.2,28.7,-0.5,0.1,-0.4,-0.097,-4.7,-1.3,-5.9,-0.2
196,Zach Randolph,PF,32,0.61,MEM,79,2705,18.3,0.51,0.017,0.281,11.6,23.3,17.4,12.7,1.1,0.7,12,26.1,2.9,3.5,6.4,0.113,0.1,0.4,0.4,1.7
197,Tayshaun Prince,SF,33,0.61,MEM,76,1948,8.2,0.438,0.14,0.122,1.9,12.3,7.1,8.9,1.1,0.8,7.3,13.3,-0.2,1.8,1.5,0.038,-3.1,0.6,-2.6,-0.3
198,Quincy Pondexter,SG,25,0.61,MEM,15,270,10.3,0.52,0.43,0.329,4.4,7,5.7,11,1,0.3,14.2,18,0.2,0.2,0.4,0.063,-0.7,-1.9,-2.6,0
199,Mike Miller,SF,33,0.61,MEM,82,1707,12.5,0.619,0.526,0.126,2.1,12.3,7.2,11.5,0.8,0.2,14.1,14.7,2.6,1.4,3.9,0.111,1,-1,0.1,0.9
200,Jon Leuer,PF,24,0.61,MEM,49,642,17.6,0.566,0.199,0.191,6.8,22.4,14.6,5.2,1.5,1.7,9.2,21.1,1.1,0.9,2,0.149,-0.6,-0.9,-1.6,0.1
201,Kosta Koufos,C,24,0.61,MEM,80,1349,16.5,0.514,0,0.203,14,22.7,18.4,4.7,1.3,4.4,11.8,19.4,1.3,2.2,3.5,0.124,-2.1,1.2,-0.9,0.4
202,James Johnson,SF,26,0.61,MEM,52,956,18.5,0.552,0.282,0.292,7.4,13.2,10.3,18.2,2.3,5,16,20,1.4,1.6,3,0.15,1.3,3.2,4.5,1.6
203,Marc Gasol,C,29,0.61,MEM,59,1970,18.2,0.526,0.015,0.339,5,20.5,12.7,17.7,1.6,3.2,12,21.7,2.6,3.1,5.6,0.137,0,2.9,2.9,2.4
204,Jamaal Franklin,SG,22,0.61,MEM,21,161,4.7,0.489,0.282,0.051,2.9,14,8.5,5.4,1.3,1,21.6,14.6,-0.2,0.2,0,-0.002,-5.1,-0.2,-5.4,-0.1
205,Ed Davis,PF,24,0.61,MEM,63,956,15.9,0.542,0,0.307,11.4,20.9,16.1,4.5,0.9,3.7,10.8,17.8,1.2,1.4,2.6,0.129,-1.9,0.5,-1.3,0.2
206,Mike Conley,PG,26,0.61,MEM,73,2446,20,0.545,0.283,0.268,2,8.4,5.2,30.1,2.4,0.4,11.5,24.6,5.5,2.7,8.2,0.161,4.1,-0.7,3.4,3.3
207,Nick Calathes,SG,24,0.61,MEM,71,1173,12.3,0.506,0.196,0.232,2.3,11.5,6.9,26.5,3,0.6,22.8,17.5,-0.1,1.6,1.5,0.062,-1.9,0.8,-1.1,0.3
208,Tony Allen,SG,32,0.61,MEM,55,1278,15.6,0.531,0.114,0.293,7.3,12,9.6,11.7,3.8,1.2,16.2,20.1,0.5,2.1,2.7,0.1,-0.1,2.4,2.3,1.4
209,Dwyane Wade,SG,32,0.659,MIA,54,1775,22,0.588,0.042,0.339,4.4,12.3,8.5,25.5,2.3,1.4,15.5,27.9,3.5,2,5.5,0.149,1.9,0.3,2.3,1.9
213,Rashard Lewis,SF,34,0.659,MIA,60,971,10.7,0.535,0.568,0.14,3.2,10.7,7.1,8.5,2.9,0.7,12.3,14.1,0.5,1.1,1.7,0.083,-0.2,0.2,0.1,0.5
215,LeBron James,PF,29,0.659,MIA,77,2902,29.3,0.649,0.226,0.432,3.6,18.9,11.5,32,2.2,0.8,14.4,31,12.3,3.7,15.9,0.264,8,0.9,8.9,8
217,Norris Cole,PG,25,0.659,MIA,82,2014,8.8,0.497,0.348,0.136,1.1,8.6,5,17.9,2,0.2,19.3,15.6,-0.5,1.7,1.2,0.029,-2.2,-0.8,-3,-0.5
218,Mario Chalmers,PG,27,0.659,MIA,73,2178,14,0.567,0.404,0.291,2.5,9.6,6.2,24.3,2.9,0.6,20.4,17.4,2.4,2.5,4.8,0.106,1,0.2,1.2,1.7
219,Chris Bosh,C,29,0.659,MIA,79,2531,19,0.597,0.229,0.285,5.1,20.3,13,5.8,1.7,2.7,10.4,22.6,4.6,3.4,8,0.152,0.5,0,0.5,1.6
221,Shane Battier,SF,35,0.659,MIA,73,1468,8.7,0.523,0.764,0.084,3,8.6,5.9,6,1.8,2.3,6.9,10,1,1.4,2.4,0.078,0.1,0.7,0.8,1.1
222,Chris Andersen,C,35,0.659,MIA,72,1396,18.5,0.683,0.044,0.615,12.1,21.7,17.1,2.1,1.2,6.1,13.2,13.8,3.8,2.2,6,0.205,0.1,1.5,1.6,1.3
223,Ray Allen,SG,38,0.659,MIA,73,1936,12.8,0.59,0.569,0.214,1.6,11.4,6.7,11.1,1.5,0.4,12.4,16.8,2.5,1.5,4.1,0.101,1.3,-1.2,0.1,1
224,Chris Wright,SF,25,0.183,MIL,8,126,16.5,0.577,0.029,0.429,8.8,9.4,9.1,6.9,2.9,3.2,10.7,16.7,0.2,0.1,0.3,0.102,-0.4,0.2,-0.2,0.1
225,Nate Wolters,PG,22,0.183,MIL,58,1309,12.7,0.486,0.159,0.231,2.8,10.5,6.5,23.3,1.4,0.9,11.7,16.8,0.9,0.2,1.2,0.043,-1.4,-2.1,-3.4,-0.5
226,Ekpe Udoh,PF,26,0.183,MIL,42,804,7.6,0.44,0,0.329,8.4,12.8,10.5,5.7,1,4.4,18.8,11.4,-0.4,0.4,0,0,-4.7,1.2,-3.5,-0.3
227,D.J. Stephens,SG,23,0.183,MIL,3,15,16.1,0.47,0,0.143,7.4,31.6,19.1,0,0,0,0,22.4,0,0,0,0.067,-7.6,-10.1,-17.7,-0.1
228,Larry Sanders,C,25,0.183,MIL,23,584,14,0.478,0.006,0.34,11.4,21.3,16.2,5.3,1.6,5.6,12.3,16.4,0.1,0.6,0.7,0.057,-3.3,1.6,-1.8,0
229,Miroslav Raduljica,C,26,0.183,MIL,48,465,15.3,0.603,0,0.437,12.9,13.7,13.3,8.3,0.8,2.3,15.7,17.3,1,0.1,1.1,0.112,-0.6,-1.8,-2.3,0
230,Zaza Pachulia,C,29,0.183,MIL,53,1325,14,0.502,0.003,0.372,11.8,17.1,14.4,16.3,1.8,0.9,18.5,17,1,0.7,1.7,0.06,-1,0.3,-0.7,0.4
231,Tony Mitchell,SF,24,0.183,MIL,3,10,30.9,0.6,0.2,0,11.1,0,5.7,22.6,5.2,0,0,22.6,0,0,0.1,0.242,8.6,-2.1,6.5,0
232,Khris Middleton,SF,22,0.183,MIL,82,2460,12.5,0.541,0.34,0.16,2.7,12,7.2,11.7,1.8,0.7,11.9,19.1,1.9,0.8,2.7,0.053,0.1,-1.6,-1.5,0.3
233,O.J. Mayo,SG,26,0.183,MIL,52,1346,11.2,0.516,0.413,0.16,2,8.8,5.3,14.6,1.1,0.8,13.9,23,0,0,0.1,0.002,-0.7,-3.5,-4.2,-0.7
234,Brandon Knight,PG,22,0.183,MIL,72,2400,16.5,0.523,0.31,0.296,2.1,10.3,6.1,26.6,1.5,0.6,13.2,26.8,2.4,0.4,2.8,0.055,2,-2.9,-0.9,0.7
235,Ersan Ilyasova,PF,26,0.183,MIL,55,1478,13.8,0.486,0.226,0.225,8,18.8,13.3,8.4,1.6,0.4,8.7,21.3,0.9,0.8,1.6,0.053,-1.1,-2.1,-3.2,-0.5
236,John Henson,PF,23,0.183,MIL,70,1856,17.9,0.543,0.002,0.277,10.2,20.8,15.3,10.9,1.2,5.1,13.7,20.3,1.7,1.5,3.3,0.084,-1,1.4,0.3,1.1
237,Giannis Antetokounmpo,SF,19,0.183,MIL,77,1897,10.8,0.518,0.282,0.483,4.6,16.3,10.2,12.1,1.7,2.6,19.4,15,0.1,1.1,1.2,0.031,-2.5,0.7,-1.8,0.1
238,Ronny Turiaf,C,31,0.488,MIN,31,606,13.9,0.578,0,0.467,9.6,22,15.6,5.7,0.7,6.3,15.7,10.7,0.6,0.9,1.5,0.122,-2.3,4,1.7,0.6
239,Alexey Shved,SG,25,0.488,MIN,63,664,10.2,0.452,0.43,0.38,3.4,10.1,6.6,14.9,1.9,1.8,14.8,20.8,-0.4,0.7,0.2,0.017,-2.7,-0.4,-3.1,-0.2
240,Ricky Rubio,PG,23,0.488,MIN,82,2638,15.4,0.491,0.199,0.422,2.5,11.9,7.1,37.8,3.6,0.3,21.8,16.4,2.2,3.6,5.9,0.107,0,1.5,1.5,2.3
241,A.J. Price,SG,27,0.488,MIN,28,99,9.7,0.469,0.478,0.043,1.1,10.2,5.5,21.5,0.5,0,13,23.2,-0.1,0,0,-0.012,-2.1,-3.9,-6,-0.1
242,Nikola Pekovic,C,28,0.488,MIN,54,1663,20.7,0.582,0,0.355,13.1,17.6,15.3,5.2,0.9,1.1,9.4,22.9,4.3,1.5,5.9,0.169,1.4,-1.2,0.2,0.9
243,Shabazz Muhammad,SG,21,0.488,MIN,37,290,13.1,0.505,0.089,0.323,8.8,11.2,10,3.4,1.4,0.3,10.2,23.1,0.1,0.2,0.3,0.053,-3.1,-3.1,-6.2,-0.3
244,Kevin Martin,SG,30,0.488,MIN,68,2177,16.3,0.553,0.29,0.332,1.7,8.7,5.1,9.2,1.5,0.2,8.3,25,3.8,1.5,5.3,0.117,1.4,-2,-0.6,0.8
245,Kevin Love,PF,25,0.488,MIN,77,2797,26.9,0.591,0.355,0.445,8.5,29.5,18.7,21.4,1,1,10.3,28.8,10.6,3.7,14.3,0.245,7.2,1.2,8.4,7.3
246,Robbie Hummel,SF,24,0.488,MIN,53,655,9.6,0.492,0.503,0.09,5.7,16.6,11,5,1.2,0.2,5.2,12.6,0.6,0.6,1.1,0.084,-1.4,-0.7,-2.1,0
247,Gorgui Dieng,C,24,0.488,MIN,60,818,16.5,0.534,0.004,0.41,13.4,26.9,20,7.2,1.8,4.6,16.8,16.8,0.7,1.5,2.2,0.129,-2.4,3.1,0.7,0.5
248,Dante Cunningham,PF,26,0.488,MIN,81,1635,12.6,0.474,0.01,0.132,7.3,14.9,11,7.7,1.9,2.7,7.2,15.1,0.9,2,2.9,0.085,-2.2,2.1,-0.1,0.8
249,Chase Budinger,SF,25,0.488,MIN,41,751,9.7,0.505,0.472,0.154,2.7,12.5,7.5,6.2,1.2,0.2,8.1,16.7,0.3,0.6,0.9,0.059,-1.3,-1.3,-2.6,-0.1
250,Corey Brewer,SF,27,0.488,MIN,81,2609,12.7,0.55,0.261,0.281,2.6,6.2,4.3,7.9,2.9,0.9,10.4,16.5,2.4,2.7,5.2,0.095,0.4,1.3,1.7,2.4
251,Jose Barea,PG,29,0.488,MIN,79,1471,11.6,0.471,0.352,0.152,1.2,10.5,5.7,32.7,0.9,0,15.2,23.9,-0.1,0.9,0.7,0.024,-0.9,-2.7,-3.6,-0.6
252,Jeff Withey,C,23,0.415,NOP,58,684,15.2,0.59,0.008,0.566,8.2,17.4,12.7,5.6,1.1,6.1,11,12,1.2,0.6,1.8,0.128,-1.4,1.7,0.3,0.4
253,Lance Thomas,SF,25,0.415,NOP,5,42,0.5,0.279,0,0.444,5.4,14,9.7,9.7,0,0,15.7,13.8,-0.1,0,-0.1,-0.117,-8,-2.7,-10.7,-0.1
254,Greg Stiemsma,C,28,0.415,NOP,55,1007,9.7,0.584,0.008,0.262,8.2,18,13,5,1.8,4.7,24.4,8.1,0.5,1,1.5,0.072,-2.3,2.9,0.6,0.7
255,Jason Smith,PF,27,0.415,NOP,31,830,12.4,0.495,0,0.177,7,18.5,12.7,5.6,0.7,2.9,8.4,18.2,0.5,0.4,0.9,0.054,-2.6,-0.9,-3.5,-0.3
256,Brian Roberts,PG,28,0.415,NOP,72,1667,13.4,0.529,0.306,0.229,1.2,8.4,4.7,22.1,1.3,0.4,12.9,20,2,0.2,2.2,0.063,0.3,-3.2,-2.9,-0.4
257,Austin Rivers,SG,21,0.415,NOP,69,1339,11.6,0.482,0.209,0.365,2.2,9.1,5.6,18.7,1.8,0.6,12.3,21.3,0.2,0.4,0.6,0.023,-1.5,-2.5,-3.9,-0.7
258,Anthony Morrow,SG,28,0.415,NOP,76,1426,13.9,0.57,0.375,0.167,2.3,9.2,5.7,6.7,1.4,0.7,8.4,19.4,2.1,0.3,2.4,0.081,0.8,-3.1,-2.4,-0.1
259,Darius Miller,SF,23,0.415,NOP,45,723,9,0.55,0.464,0.217,1.4,7,4.2,8.7,1.7,1,10.8,12.8,0.6,0.2,0.8,0.055,-0.7,-1.7,-2.3,-0.1
260,Jrue Holiday,PG,23,0.415,NOP,34,1143,17.1,0.505,0.17,0.139,2.8,11.8,7.2,38.9,2.6,0.9,17.9,23.3,0.8,0.7,1.5,0.064,1.5,-0.8,0.7,0.8
261,Eric Gordon,SG,25,0.415,NOP,64,2057,14.9,0.54,0.316,0.273,1.7,7.7,4.7,16.6,1.9,0.5,12.8,23.2,2,0.5,2.5,0.058,1.2,-2.5,-1.2,0.4
262,Tyreke Evans,SF,24,0.415,NOP,72,2028,18.4,0.504,0.106,0.346,4.3,15.4,9.8,30.4,2.2,0.9,14.5,27.1,1.8,1.3,3.1,0.073,1.2,-0.4,0.8,1.4
263,Melvin Ely,C,35,0.415,NOP,2,27,3.9,0.5,0,0,0,4.4,2.2,0,0,3.1,0,10.1,0,0,0,0.011,-4.9,-2.8,-7.6,0
264,Anthony Davis,C,20,0.415,NOP,67,2358,26.5,0.582,0.009,0.438,10,23.3,16.6,8,2,6.7,8.3,25.2,7.2,3.2,10.4,0.212,2.3,2.2,4.5,3.9
265,Josh Childress,SF,30,0.415,NOP,4,24,3.9,,,,0,14.7,7.3,10.7,2.2,0,100,1.9,0,0,0,-0.003,-6.2,2,-4.3,0
266,Luke Babbitt,PF,24,0.415,NOP,27,473,12.1,0.525,0.617,0.117,4.4,17.5,10.8,9.4,0.8,1.9,8.5,17,0.5,0.2,0.7,0.074,0.5,-1.9,-1.4,0.1
267,Ryan Anderson,PF,25,0.415,NOP,22,795,18.8,0.572,0.463,0.175,9.5,11.3,10.4,3.6,0.7,0.7,5,22.9,2.2,0.1,2.3,0.138,4.3,-4.5,-0.1,0.4
268,Al-Farouq Aminu,SF,23,0.415,NOP,80,2045,13.2,0.516,0.097,0.277,7.2,21.2,14.1,8.4,2.1,1.6,13.7,14.3,1.3,1.8,3.1,0.072,-1.4,1,-0.3,0.9
269,Alexis Ajinca,C,25,0.415,NOP,56,951,14.6,0.589,0.004,0.269,11.3,22.7,16.9,6.6,1.3,4.1,18.4,16.3,1.2,0.9,2.1,0.104,-1.5,0.8,-0.7,0.3
270,Metta World Peace,SF,34,0.451,NYK,29,388,11.7,0.469,0.383,0.113,5.3,12.8,8.9,7.1,3.3,1.8,11.4,20,-0.2,0.4,0.3,0.032,-1.9,-0.1,-2.1,0
271,Jeremy Tyler,C,22,0.451,NYK,41,398,13,0.532,0,0.414,10.9,21.6,16.1,3.3,0.8,4.5,15.9,19.1,0.1,0.4,0.5,0.064,-4.3,-0.8,-5.1,-0.3
272,Amar'e Stoudemire,C,31,0.451,NYK,65,1466,18.8,0.596,0,0.364,8.7,17.2,12.8,4.2,0.8,2.2,12.3,23.4,2.9,0.9,3.8,0.124,-0.8,-2.3,-3.1,-0.4
273,J.R. Smith,SF,28,0.451,NYK,74,2421,14,0.527,0.503,0.145,1.7,13.1,7.2,15.1,1.4,0.7,9.6,21.6,2.5,1.2,3.7,0.073,1.8,-1.6,0.1,1.3
274,Chris Smith,PG,26,0.451,NYK,2,2,0,,,,0,0,0,0,0,0,,0,0,0,0,-0.02,-5.8,-0.5,-6.2,0
275,Iman Shumpert,SG,23,0.451,NYK,74,1962,9.6,0.48,0.471,0.147,4.7,14,9.2,9.8,2.5,0.6,13.3,14.1,0.4,1.6,2,0.048,-0.8,0.7,-0.1,0.9
276,Pablo Prigioni,PG,36,0.451,NYK,66,1283,13,0.642,0.733,0.063,3.2,8.8,5.9,25.6,2.8,0.1,23.4,9.3,2.5,0.9,3.4,0.127,1.5,-0.9,0.6,0.8
277,Toure' Murry,PG,24,0.451,NYK,51,373,11.1,0.479,0.093,0.302,4,10.1,6.9,21.5,2.7,0.2,18.9,22.5,-0.3,0.3,0,0.002,-3.4,-1.6,-4.9,-0.3
278,Kenyon Martin,PF,36,0.451,NYK,32,633,12.2,0.521,0.008,0.154,6.5,18.7,12.5,11.9,2.1,3.8,16.5,11.6,0.5,0.7,1.2,0.09,-2,3.1,1.1,0.5
279,Tim Hardaway,SG,21,0.451,NYK,81,1875,12.7,0.554,0.521,0.186,1.2,6.6,3.8,5.8,1.2,0.3,5.9,19.6,2.7,0.4,3.1,0.08,1.3,-3.5,-2.3,-0.1
280,Raymond Felton,PG,29,0.451,NYK,65,2017,12.9,0.476,0.321,0.201,3.1,8.6,5.7,28.1,2.1,1.2,16.3,18.2,1.1,1.1,2.2,0.053,-0.1,-0.8,-0.9,0.5
281,Tyson Chandler,C,31,0.451,NYK,55,1662,16.4,0.615,0.003,0.481,10.9,27,18.7,5.5,1.2,3.4,15.4,12.9,3.1,1.9,4.9,0.143,-0.6,1.8,1.3,1.4
282,Andrea Bargnani,C,28,0.451,NYK,42,1257,14.5,0.51,0.215,0.203,6.3,14.7,10.4,6.1,0.6,3.7,9.6,22.4,0.8,0.7,1.5,0.058,-1.4,-1,-2.4,-0.1
283,Carmelo Anthony,PF,29,0.451,NYK,77,2982,24.4,0.561,0.253,0.329,5.6,19.4,12.3,15.8,1.7,1.5,9.5,32.4,8.1,2.5,10.7,0.172,4.6,-1,3.6,4.2
284,Cole Aldrich,C,25,0.451,NYK,46,330,19.1,0.62,0,0.492,12.8,33.8,23,6.4,1.3,8.1,19.5,13,0.6,0.6,1.2,0.178,-2.6,3.8,1.2,0.3
285,Reggie Williams,SF,27,0.72,OKC,3,17,16.4,0.611,0.333,0,0,0,0,11.5,3,0,18.2,28.7,0,0,0,0.034,-2,-6.2,-8.2,0
286,Russell Westbrook,PG,25,0.72,OKC,46,1412,24.7,0.545,0.271,0.37,4.6,15.9,10.5,40.2,3.1,0.4,16.1,34.4,3,2.3,5.2,0.178,5.2,1.2,6.4,3
287,Hasheem Thabeet,C,26,0.72,OKC,23,192,2.6,0.536,0,0.217,5.6,17.4,11.7,0.7,1,3.8,35.7,9,-0.2,0.3,0,0.012,-6.8,1,-5.8,-0.2
288,Mustafa Shakur,PG,29,0.72,OKC,3,11,-8.8,0.129,0.333,0.667,0,0,0,45.1,0,0,34,23.7,-0.1,0,-0.1,-0.347,-17.4,-12.5,-29.9,-0.1
289,Thabo Sefolosha,SG,29,0.72,OKC,61,1584,10.4,0.517,0.447,0.203,3.7,11.5,7.8,8.3,2.5,0.9,12.9,11.9,0.9,2.1,3,0.092,-0.7,1.5,0.8,1.1
290,Andre Roberson,PF,22,0.72,OKC,40,399,9,0.518,0.191,0.147,10.7,15.6,13.3,5.2,2.4,2,20.8,10.1,0.2,0.6,0.8,0.099,-2.2,1.9,-0.3,0.2
291,Kendrick Perkins,C,29,0.72,OKC,62,1207,6.3,0.474,0.005,0.347,8,19.9,14.2,7.6,1.1,2.2,28.8,11.5,-0.9,1.7,0.8,0.031,-4.7,2.1,-2.7,-0.2
292,Jeremy Lamb,SG,21,0.72,OKC,78,1538,13.4,0.522,0.406,0.105,2.1,11.3,6.9,11.8,1.8,1.4,8.7,20.1,1.4,1.8,3.3,0.102,-0.3,-0.9,-1.2,0.3
293,Perry Jones,PF,22,0.72,OKC,62,764,10.1,0.541,0.337,0.232,4.3,12.1,8.4,4.9,0.9,2,9.5,12.8,0.7,0.8,1.5,0.094,-2,-0.5,-2.5,-0.1
294,Reggie Jackson,PG,23,0.72,OKC,80,2277,15.4,0.527,0.267,0.193,2.2,12.8,7.8,23.1,1.9,0.3,14.5,22.6,2.3,2.6,4.9,0.104,0.1,-0.5,-0.4,0.9
295,Royal Ivey,SG,32,0.72,OKC,2,5,-16.5,0,0.5,0,0,21.5,11.3,0,0,0,0,17.7,0,0,0,-0.362,-18.1,-6.6,-24.7,0
296,Serge Ibaka,PF,24,0.72,OKC,81,2666,19.6,0.576,0.061,0.203,10,19.6,15,5.2,0.7,6.7,10.3,19.8,5.2,4.4,9.6,0.173,-0.4,2.3,1.9,2.6
297,Ryan Gomes,SF,31,0.72,OKC,5,34,0.2,0.375,0.25,0,0,12.7,6.6,4.1,0,0,11.1,11.7,-0.1,0,0,-0.039,-7.2,-2.4,-9.6,-0.1
298,Derek Fisher,SG,39,0.72,OKC,81,1428,10.1,0.542,0.634,0.197,1,8.3,4.8,11.6,2.5,0.2,11.1,13.7,1.4,1.7,3.1,0.103,0,-0.5,-0.5,0.5
299,Kevin Durant,SF,25,0.72,OKC,81,3122,29.8,0.635,0.291,0.477,2.2,18.6,10.8,26.7,1.7,1.5,12.2,33,14.8,4.4,19.2,0.295,8.4,0.4,8.8,8.5
300,Nick Collison,PF,33,0.72,OKC,81,1353,11.8,0.599,0.071,0.386,10.2,14.1,12.2,10.9,1.1,1.7,20.1,11.6,2,1.6,3.6,0.128,-0.5,1.1,0.6,0.9
301,Steven Adams,C,20,0.72,OKC,81,1197,11.2,0.541,0,0.735,14.1,17.1,15.6,4.9,1.7,3.9,22.5,11.7,0.9,1.9,2.9,0.114,-2.1,2.4,0.3,0.7
302,Nikola Vucevic,C,23,0.28,ORL,57,1812,18.8,0.536,0,0.197,11.5,27.6,19.5,10.2,1.7,2,12.9,21.8,1.8,2.6,4.4,0.116,-1,1.5,0.5,1.2
303,Ronnie Price,SG,30,0.28,ORL,31,377,7.6,0.379,0.467,0.141,2.4,10.5,6.5,25.6,3.4,0.4,21,15,-0.5,0.4,-0.1,-0.007,-4,0.3,-3.8,-0.2
304,Victor Oladipo,PG,21,0.28,ORL,80,2487,13.6,0.514,0.241,0.34,1.9,13.1,7.5,21.9,2.7,1.2,19.2,24.4,-1.4,2.8,1.3,0.026,-1.6,0.8,-0.8,0.8
305,Kyle O'Quinn,C,23,0.28,ORL,69,1188,16.5,0.526,0.008,0.224,9.5,25.2,17.3,10.9,1.7,5.8,16.1,18.6,0.5,2,2.5,0.101,-3.1,3.6,0.5,0.8
306,Andrew Nicholson,PF,24,0.28,ORL,76,1174,9.9,0.489,0.212,0.136,5.1,19.5,12.3,3.5,0.8,1.5,10.3,19.3,-0.4,1,0.6,0.025,-4.7,-2,-6.7,-1.4
307,Jameer Nelson,PG,31,0.28,ORL,68,2179,13.9,0.515,0.523,0.15,1.5,10.5,6,35.1,1.2,0.2,17.3,20.1,1.6,1.2,2.8,0.062,1.1,-2.2,-1.1,0.5
308,E'Twaun Moore,SG,24,0.28,ORL,79,1506,11.1,0.513,0.353,0.149,2.2,8.1,5.1,11.8,2,0.7,10.2,16.4,0.6,1.1,1.7,0.055,-1.4,-0.8,-2.3,-0.1
309,Jason Maxiell,PF,30,0.28,ORL,34,488,8.1,0.459,0,0.295,6.5,13.5,10,2.8,0.8,3.2,10.6,12.4,-0.1,0.4,0.3,0.029,-5.3,0.3,-5,-0.4
310,Doron Lamb,SG,22,0.28,ORL,53,695,7.5,0.543,0.563,0.225,1.3,6.7,4,9.3,0.8,0.1,13.3,13.3,0.3,0.2,0.5,0.036,-2.2,-2.4,-4.6,-0.4
311,Solomon Jones,PF,29,0.28,ORL,11,85,5.8,0.373,0,0.235,10.6,10.7,10.7,3.4,1.2,1.8,9.6,11.1,0,0.1,0,0.013,-5.3,-0.2,-5.5,-0.1
312,Tobias Harris,PF,21,0.28,ORL,61,1850,16.5,0.542,0.176,0.341,5.4,20.6,13,7.7,1.1,1,8.7,22.2,2.4,1.7,4.1,0.107,-0.7,-1,-1.7,0.1
313,Maurice Harkless,SF,20,0.28,ORL,80,1950,11.8,0.542,0.319,0.296,4,11.4,7.7,6.4,2.5,2,13.6,14.8,0.6,2.1,2.8,0.068,-1.6,1.4,-0.1,0.9
